date,neighborhood,population,median_income,unemployment_rate,poverty_rate,renters_pct,foreclosure_rate,tax_delinquency_rate,crime_rate_per_1k,permits_count,permits_valuation_total,code_violations,vacancy_rate,pm25_aqi,311_requests,tree_canopy_pct,median_home_value
2021-03,Pacific Heights,18343,187078.0,5.6,2.8,45.1,0.04,0.4,3.7,85,12337416,41,3.8,36,690,15.7,2442088
2021-04,Pacific Heights,18239,187247.0,5.1,2.6,45.8,0.32,0.5,4.3,103,14751804,67,3.5,27,648,15.8,2463068
2021-05,Pacific Heights,18288,184959.0,5.1,3.3,44.9,0.1,0.4,3.9,123,17537852,41,3.6,28,760,15.7,2432506
2021-06,Pacific Heights,18257,187654.0,4.6,2.7,45.5,0.05,0.8,3.6,125,18039385,78,3.5,36,746,15.7,2491869
2021-07,Pacific Heights,18192,187970.0,5.1,3.7,45.8,0.21,0.6,3.8,125,17992020,77,3.9,29,672,15.8,2476113
2021-08,Pacific Heights,18252,189461.0,4.9,4.1,45.8,0.19,0.6,2.7,110,16064468,56,3.7,34,602,16.0,2517660
2021-09,Pacific Heights,18243,189540.0,5.5,3.5,44.9,0.12,0.6,3.3,90,13046353,65,3.8,66,586,15.8,2515332
2021-10,Pacific Heights,18299,189406.0,5.2,2.9,45.2,0.17,0.4,2.2,64,9387719,67,3.5,73,601,15.6,2532287
2021-11,Pacific Heights,18286,187069.0,5.2,2.9,44.8,0.12,0.0,2.6,56,8093639,61,3.6,20,621,15.9,2499869
2021-12,Pacific Heights,18315,187303.0,5.4,2.8,44.8,0.25,0.8,3.7,65,9464025,54,3.4,28,899,15.9,2509739
2022-01,Pacific Heights,18317,188193.0,4.2,2.6,44.4,0.23,0.7,3.7,59,8375070,51,3.1,28,851,15.9,2512834
2022-02,Pacific Heights,18240,189024.0,3.4,3.4,45.1,0.14,0.8,3.9,72,10462075,73,3.5,33,787,15.8,2547389
2022-03,Pacific Heights,18237,189464.0,4.6,4.1,46.0,0.02,0.2,3.5,93,13179225,56,3.8,34,636,15.8,2563092
2022-04,Pacific Heights,18323,189819.0,4.1,2.8,44.5,0.13,0.5,3.6,115,16712927,69,3.2,20,688,15.7,2559099
2022-05,Pacific Heights,18214,190387.0,4.6,2.8,44.7,0.21,0.6,3.1,129,18942790,36,3.0,20,657,15.9,2582370
2022-06,Pacific Heights,18347,191813.0,4.7,3.6,45.0,0.16,0.4,3.8,131,19105281,76,3.3,25,622,15.9,2592487
2022-07,Pacific Heights,18268,192621.0,4.2,3.0,45.2,0.05,0.4,3.4,128,18822568,63,3.8,38,702,15.9,2613284
2022-08,Pacific Heights,18222,192133.0,3.7,2.9,45.6,0.29,0.5,2.8,114,16544249,61,3.4,54,665,15.7,2615149
2022-09,Pacific Heights,18243,190318.0,4.2,3.5,45.6,0.12,0.4,3.3,96,13956989,80,3.4,51,642,15.6,2610065
2022-10,Pacific Heights,18276,192760.0,4.7,2.9,44.0,0.2,0.6,2.4,77,11349874,53,3.3,77,627,15.8,2616319
2022-11,Pacific Heights,18208,192731.0,4.5,2.4,45.2,0.11,0.7,2.3,63,9155660,65,3.4,28,684,15.8,2646726
2022-12,Pacific Heights,18265,192965.0,4.2,2.5,45.0,0.04,0.5,2.9,60,8856212,53,3.4,33,786,15.7,2646044
2023-01,Pacific Heights,18326,194114.0,4.1,3.4,43.7,0.28,0.5,3.6,60,8962997,52,3.8,31,829,15.8,2665646
2023-02,Pacific Heights,18331,193848.0,4.5,2.9,45.0,0.29,0.9,3.9,71,10512654,60,3.6,28,876,15.7,2685781
2023-03,Pacific Heights,18261,193549.0,4.0,3.4,45.7,0.21,0.5,4.2,99,14623608,35,3.3,28,696,15.8,2689376
2023-04,Pacific Heights,18232,194417.0,4.4,2.3,46.5,0.27,0.5,3.8,112,16495712,67,3.9,27,689,15.7,2696011
2023-05,Pacific Heights,18306,195164.0,3.9,2.8,45.9,0.27,0.6,3.0,140,20659480,59,3.2,31,683,15.9,2707036
2023-06,Pacific Heights,18272,196830.0,4.2,2.9,44.7,0.2,0.7,4.3,132,19626926,79,3.7,26,535,15.8,2753489
2023-07,Pacific Heights,18234,195108.0,4.1,3.1,44.9,0.28,0.6,3.1,132,19350715,75,3.7,36,653,15.8,2728090
2023-08,Pacific Heights,18285,194792.0,4.0,2.8,44.6,0.22,0.5,3.0,108,15802749,82,3.2,64,671,15.5,2746713
2023-09,Pacific Heights,18324,195006.0,4.1,2.4,46.1,0.06,0.4,2.5,95,14149825,80,3.3,60,669,15.7,2761968
2023-10,Pacific Heights,18359,196282.0,4.6,3.6,45.2,0.18,0.8,2.3,84,12421318,78,3.4,60,664,15.7,2758752
2023-11,Pacific Heights,18361,194108.0,3.8,2.7,44.7,0.3,0.8,3.2,58,8662643,46,4.0,26,653,15.8,2726075
2023-12,Pacific Heights,18389,197531.0,4.5,2.4,45.3,0.2,0.6,2.6,62,9235616,53,2.8,33,923,15.7,2792611
2024-01,Pacific Heights,18349,195803.0,4.0,2.6,45.7,0.28,0.6,3.1,60,8811053,53,3.4,32,823,15.8,2773050
2024-02,Pacific Heights,18290,196107.0,4.2,2.7,44.5,0.19,0.4,4.0,80,11749270,63,2.9,37,728,15.7,2796159
2024-03,Pacific Heights,18283,196518.0,4.4,3.3,44.9,0.1,0.4,4.0,86,12732123,80,3.1,27,604,15.9,2806248
2024-04,Pacific Heights,18355,196800.0,4.3,3.7,45.5,0.2,0.4,4.3,120,17840807,50,3.3,36,682,15.8,2798699
2024-05,Pacific Heights,18356,200033.0,4.5,3.7,45.0,0.1,0.5,4.1,137,20668820,68,3.0,21,678,15.9,2855423
2024-06,Pacific Heights,18393,197621.0,3.8,2.7,44.8,0.2,0.4,3.1,138,20359882,52,2.9,31,677,16.0,2836966
2024-07,Pacific Heights,18371,199316.0,3.8,3.1,45.5,0.22,0.4,3.8,125,18602917,51,3.4,24,645,15.9,2847678
2024-08,Pacific Heights,18274,199434.0,4.2,2.7,45.6,0.21,0.8,3.1,113,16849742,65,3.3,46,640,15.7,2867742
2024-09,Pacific Heights,18230,200000.0,4.3,2.7,46.2,0.15,0.2,2.8,96,14444919,60,3.1,38,629,15.7,2868657
2024-10,Pacific Heights,18264,200682.0,4.6,3.4,45.9,0.25,0.7,2.6,78,11684535,60,3.4,65,684,15.8,2896309
2024-11,Pacific Heights,18324,201026.0,3.7,2.4,45.8,0.14,0.4,2.8,62,9387611,51,3.4,31,684,15.8,2912025
2024-12,Pacific Heights,18274,199743.0,4.9,2.8,45.1,0.22,0.9,2.9,52,7669111,78,3.1,29,747,15.7,2891295
2025-01,Pacific Heights,18257,200331.0,4.7,3.2,45.7,0.23,0.5,3.3,64,9627439,57,3.4,26,786,15.8,2896168
2025-02,Pacific Heights,18187,200422.0,4.7,2.8,45.6,0.0,0.3,3.2,76,11658223,67,3.9,28,860,16.0,2915203
2025-03,Pacific Heights,18278,200349.0,4.0,3.0,46.2,0.02,0.5,3.2,94,14147540,67,3.6,31,692,15.8,2910288
2025-04,Pacific Heights,18213,201459.0,4.1,3.6,45.1,0.13,0.6,4.1,120,18285492,84,3.4,31,740,15.8,2949901
2025-05,Pacific Heights,18250,202024.0,4.5,2.6,45.1,0.0,0.9,4.8,132,19984334,66,3.8,27,699,15.9,2969485
2025-06,Pacific Heights,18195,202076.0,3.8,3.0,44.2,0.0,1.0,4.2,136,20577529,64,3.7,26,669,15.8,2953798
2025-07,Pacific Heights,18372,202559.0,4.4,3.0,46.0,0.05,0.3,3.1,131,19971789,78,2.7,31,506,15.9,2988530
2025-08,Pacific Heights,18307,203431.0,4.2,2.6,45.4,0.13,0.7,3.1,113,16990240,44,3.8,48,681,16.0,2990741
2025-09,Pacific Heights,18279,203556.0,4.1,3.9,46.0,0.21,0.8,2.8,99,14995894,49,3.8,62,664,15.8,2989381
2025-10,Pacific Heights,18262,204356.0,4.0,2.8,45.1,0.08,0.3,2.0,77,11779580,46,3.4,59,613,15.9,3018434
2025-11,Pacific Heights,18307,204202.0,3.6,3.5,44.7,0.13,0.7,3.6,58,8777213,76,3.5,33,611,15.8,3024572
2025-12,Pacific Heights,18270,203021.0,4.0,3.6,45.2,0.29,0.6,2.8,64,9717920,72,3.1,35,849,15.8,3006687
2018-01,Potrero Hill,21453,118611.0,5.5,10.1,56.1,0.59,1.4,7.2,43,4778727,78,4.5,36,1001,13.4,1415660
2018-02,Potrero Hill,21429,117790.0,5.9,9.8,54.9,0.68,1.8,7.9,62,6829245,78,4.1,31,917,13.4,1399465
2018-03,Potrero Hill,21508,119285.0,5.6,9.4,55.7,0.6,1.4,8.3,73,8008296,103,4.5,33,756,13.4,1427716
2018-04,Potrero Hill,21449,117884.0,5.3,10.3,55.8,0.75,1.3,8.7,87,9628579,73,4.1,35,824,13.3,1409564
2018-05,Potrero Hill,21411,117081.0,5.5,10.2,55.0,0.68,1.8,8.4,84,9156036,88,4.2,27,837,13.5,1442729
2018-06,Potrero Hill,21465,120481.0,5.6,9.7,55.7,0.53,1.7,6.9,93,10263357,101,4.7,28,842,13.5,1450409
2018-07,Potrero Hill,21481,118336.0,5.4,9.5,55.8,0.71,1.8,7.4,94,10447183,73,4.7,28,864,13.4,1434114
2018-08,Potrero Hill,21486,120406.0,5.6,9.5,57.4,0.77,1.8,6.3,81,8898468,100,3.9,38,862,13.4,1462330
2018-09,Potrero Hill,21408,121003.0,5.6,9.1,55.0,0.62,1.8,6.3,75,8138569,91,4.7,74,850,13.6,1487107
2018-10,Potrero Hill,21515,119804.0,5.2,9.3,55.7,0.63,1.3,5.2,54,6007435,89,4.2,40,838,13.5,1471439
2018-11,Potrero Hill,21388,118709.0,5.6,9.6,55.6,0.59,1.7,5.8,44,4726485,98,4.2,33,772,13.6,1472856
2018-12,Potrero Hill,21369,119354.0,5.6,9.1,55.5,0.7,1.6,6.7,38,3943313,99,4.5,42,887,13.5,1451856
2019-01,Potrero Hill,21553,120846.0,5.2,10.1,55.3,0.68,1.7,8.1,55,6013544,99,4.3,22,971,13.6,1497208
2019-02,Potrero Hill,21516,120349.0,5.3,9.7,55.5,0.5,1.4,8.3,54,5951987,91,4.3,35,949,13.5,1498708
2019-03,Potrero Hill,21516,119331.0,5.5,10.5,55.6,0.7,1.8,7.9,78,8603861,94,3.7,33,862,13.6,1478729
2019-04,Potrero Hill,21419,120265.0,5.3,9.1,56.2,0.79,1.6,8.4,75,8329528,105,4.0,29,854,13.6,1499109
2019-05,Potrero Hill,21479,121323.0,5.0,8.9,55.2,0.75,1.6,8.2,92,10167105,106,4.2,26,836,13.6,1508847
2019-06,Potrero Hill,21411,120847.0,5.5,10.0,56.1,0.55,1.4,7.8,101,11026760,83,4.0,34,859,13.5,1525008
2019-07,Potrero Hill,21455,120358.0,5.1,8.7,55.4,0.61,1.8,7.2,91,10014683,78,4.5,26,777,13.5,1514807
2019-08,Potrero Hill,21385,122605.0,5.2,9.5,55.7,0.71,1.7,6.5,82,9168016,88,4.8,63,785,13.4,1541464
2019-09,Potrero Hill,21537,123366.0,5.3,9.2,55.1,0.68,2.1,6.2,63,6963417,82,4.0,49,856,13.5,1565233
2019-10,Potrero Hill,21499,120199.0,5.1,9.5,55.7,0.74,1.6,5.8,57,6250166,90,4.6,53,834,13.4,1530949
2019-11,Potrero Hill,21418,124134.0,5.1,9.3,56.0,0.76,1.4,5.4,48,5613667,101,4.2,20,837,13.4,1567637
2019-12,Potrero Hill,21432,122717.0,5.2,10.5,56.4,0.72,1.7,6.1,42,4840984,97,4.3,34,1027,13.4,1566954
2020-01,Potrero Hill,21501,123622.0,5.5,9.5,55.3,0.59,1.3,5.3,41,4533525,104,4.2,31,1017,13.6,1566660
2020-02,Potrero Hill,21465,122864.0,5.8,10.3,55.8,0.78,1.7,6.2,62,6957551,81,4.5,28,985,13.5,1565637
2020-03,Potrero Hill,21497,123826.0,9.2,9.8,56.3,0.56,1.7,6.3,76,8606571,85,4.9,35,871,13.5,1592165
2020-04,Potrero Hill,21428,123566.0,9.6,9.4,55.8,0.78,1.5,6.9,81,8875710,96,4.2,30,784,13.4,1593743
2020-05,Potrero Hill,21479,123601.0,9.5,9.0,55.9,0.53,1.4,6.2,94,10474004,89,4.0,35,877,13.4,1582101
2020-06,Potrero Hill,21451,123470.0,9.0,9.1,56.0,0.68,2.0,6.2,97,10797485,86,4.0,31,835,13.3,1601481
2020-07,Potrero Hill,21575,125148.0,9.6,9.9,56.5,0.73,1.5,6.0,99,11045344,86,4.6,20,776,13.4,1617804
2020-08,Potrero Hill,21413,124063.0,9.8,9.6,56.1,0.59,1.5,5.6,87,9628180,81,4.7,41,879,13.4,1604033
2020-09,Potrero Hill,21497,122298.0,9.0,9.6,55.2,0.75,1.3,5.0,63,6967167,78,4.8,34,830,13.2,1600973
2020-10,Potrero Hill,21503,124738.0,9.9,9.6,55.7,0.67,1.7,4.4,56,6373701,91,4.2,33,911,13.3,1630167
2020-11,Potrero Hill,21493,123517.0,9.8,9.6,56.3,0.64,1.8,3.9,44,4790081,85,4.4,26,879,13.3,1617063
2020-12,Potrero Hill,21550,126027.0,9.4,8.5,55.9,0.64,1.4,4.9,50,5536952,93,4.3,28,1038,13.6,1641660
2021-01,Potrero Hill,21473,125846.0,6.7,9.4,55.4,0.24,1.5,7.4,50,5621767,86,4.2,25,1080,13.5,1662281
2021-02,Potrero Hill,21521,125405.0,6.9,9.2,55.2,0.4,1.7,8.3,56,6151165,94,3.8,25,1065,13.5,1647908
2021-03,Potrero Hill,21501,125094.0,6.2,9.3,54.8,0.48,1.6,8.8,79,8951923,96,4.1,29,867,13.4,1659560
2021-04,Potrero Hill,21478,125332.0,6.7,8.8,56.1,0.33,1.8,9.2,88,10005351,90,3.9,25,799,13.2,1661768
2021-05,Potrero Hill,21494,124906.0,6.9,9.1,55.7,0.37,1.2,8.6,94,10660415,92,4.3,20,899,13.4,1647381
2021-06,Potrero Hill,21546,127501.0,6.8,9.3,55.1,0.56,1.4,9.7,101,11382718,76,3.8,30,837,13.3,1683157
2021-07,Potrero Hill,21422,127048.0,6.4,9.3,55.0,0.43,1.6,8.1,98,11204579,84,3.7,34,786,13.3,1684059
2021-08,Potrero Hill,21506,126141.0,6.3,9.3,56.3,0.46,1.4,6.6,85,9634779,94,4.3,42,815,13.5,1664852
2021-09,Potrero Hill,21469,127482.0,6.7,9.3,55.4,0.33,1.7,7.2,85,9706646,88,3.9,26,844,13.6,1710742
2021-10,Potrero Hill,21549,127337.0,6.6,8.2,56.0,0.4,1.5,6.2,56,6293674,89,4.1,56,763,13.4,1688900
2021-11,Potrero Hill,21462,127449.0,6.0,9.0,55.9,0.32,2.0,7.2,44,4925149,91,3.8,20,811,13.4,1706191
2021-12,Potrero Hill,21464,128786.0,6.0,8.8,55.8,0.34,1.4,7.2,38,4333634,82,4.0,20,1008,13.3,1725272
2022-01,Potrero Hill,21470,127520.0,5.4,9.5,55.2,0.58,1.3,7.8,51,5849449,79,4.0,24,1032,13.3,1716426
2022-02,Potrero Hill,21510,130310.0,5.6,9.0,54.9,0.43,1.6,7.6,55,6363266,83,4.5,22,1037,13.5,1764916
2022-03,Potrero Hill,21419,128451.0,5.3,8.7,55.4,0.37,1.8,9.5,67,7580678,85,4.2,35,867,13.4,1731241
2022-04,Potrero Hill,21409,129644.0,5.3,10.2,55.7,0.66,1.8,8.8,84,9628124,80,4.1,23,833,13.4,1743871
2022-05,Potrero Hill,21596,128624.0,5.2,8.6,55.6,0.43,1.8,9.2,92,10683785,93,4.1,30,863,13.3,1745499
2022-06,Potrero Hill,21477,129284.0,5.2,9.1,56.4,0.58,1.0,9.3,101,11508036,79,3.9,26,779,13.3,1746417
2022-07,Potrero Hill,21517,129037.0,5.6,9.3,54.9,0.51,1.4,8.2,92,10466939,85,4.4,30,838,13.6,1738902
2022-08,Potrero Hill,21449,128122.0,4.9,9.0,55.9,0.4,1.6,6.3,83,9420908,95,3.7,48,888,13.4,1727580
2022-09,Potrero Hill,21566,130156.0,5.7,8.5,56.4,0.38,1.5,6.2,78,8958095,94,4.2,53,791,13.6,1765833
2022-10,Potrero Hill,21524,130008.0,5.8,10.0,55.5,0.51,2.0,6.3,53,6056770,76,4.3,70,831,13.2,1792509
2022-11,Potrero Hill,21415,128304.0,5.4,9.5,55.8,0.45,2.0,6.6,52,6014590,76,4.2,40,807,13.3,1764550
2022-12,Potrero Hill,21481,129267.0,5.3,10.0,55.5,0.32,1.3,8.2,42,4858070,81,4.3,37,970,13.4,1765849
2023-01,Potrero Hill,21607,130548.0,5.3,9.2,55.3,0.41,1.1,7.9,47,5466751,83,4.0,29,928,13.4,1782916
2023-02,Potrero Hill,21562,131183.0,5.2,9.6,55.7,0.36,1.2,8.9,55,6467034,89,4.0,38,1035,13.0,1809439
2023-03,Potrero Hill,21438,129897.0,5.4,9.5,55.7,0.57,1.8,9.6,74,8634882,86,4.1,20,886,13.4,1829441
2023-04,Potrero Hill,21488,131006.0,5.6,8.7,55.8,0.46,1.6,10.1,83,9614222,103,4.0,28,953,13.4,1814404
2023-05,Potrero Hill,21549,130562.0,5.0,10.0,55.0,0.7,1.5,10.4,92,10708403,94,4.5,34,813,13.3,1816657
2023-06,Potrero Hill,21521,130879.0,5.5,9.4,55.1,0.5,1.6,8.4,107,12274320,84,4.2,36,846,13.5,1822598
2023-07,Potrero Hill,21507,131516.0,5.5,9.1,56.3,0.42,1.3,9.3,97,11359825,103,4.5,29,850,13.3,1858247
2023-08,Potrero Hill,21469,131532.0,5.5,9.2,55.3,0.6,1.8,7.3,86,10062300,84,4.7,56,896,13.4,1843307
2023-09,Potrero Hill,21573,134201.0,5.9,9.7,55.9,0.41,1.7,6.1,76,8943659,69,4.2,61,835,13.4,1870671
2023-10,Potrero Hill,21474,133257.0,5.5,9.4,55.3,0.46,1.2,6.8,68,7824247,79,4.4,77,835,13.3,1872688
2023-11,Potrero Hill,21462,131776.0,5.4,8.8,55.2,0.46,1.7,5.8,50,5756205,96,4.5,27,865,13.3,1871197
2023-12,Potrero Hill,21475,133013.0,5.4,8.7,56.1,0.4,1.3,5.7,40,4797854,101,4.0,28,979,13.3,1869848
2024-01,Potrero Hill,21565,133387.0,5.5,8.5,55.7,0.23,1.8,8.0,41,4946085,71,4.4,32,944,13.4,1872332
2024-02,Potrero Hill,21374,132039.0,5.3,9.5,55.6,0.47,1.4,8.4,54,6142561,83,4.2,27,981,13.5,1868637
2024-03,Potrero Hill,21450,133880.0,5.5,9.4,55.9,0.5,1.6,10.5,68,7893277,98,4.3,33,842,13.5,1893516
2024-04,Potrero Hill,21585,134712.0,5.1,9.5,55.6,0.4,1.3,9.0,93,10995482,87,4.5,34,847,13.3,1923945
2024-05,Potrero Hill,21543,134432.0,5.7,8.5,55.3,0.27,1.8,9.2,102,11808470,103,3.9,33,843,13.4,1916823
2024-06,Potrero Hill,21488,135278.0,5.5,8.5,55.4,0.47,1.8,8.4,102,12001539,97,3.8,32,812,13.4,1955757
2024-07,Potrero Hill,21511,134956.0,5.7,8.6,54.7,0.54,1.4,7.1,106,12350723,81,4.8,21,773,13.4,1932716
2024-08,Potrero Hill,21477,133268.0,5.9,9.3,55.9,0.44,1.7,7.6,84,9823754,96,4.7,84,838,13.5,1888290
2024-09,Potrero Hill,21600,133927.0,5.4,9.4,55.5,0.48,2.0,6.4,69,8251836,94,4.8,67,774,13.5,1918713
2024-10,Potrero Hill,21523,134797.0,5.0,8.7,56.7,0.48,1.6,7.2,57,6682561,99,4.1,43,724,13.3,1935596
2024-11,Potrero Hill,21532,134489.0,6.1,8.6,56.3,0.48,1.8,6.9,37,4336886,86,3.9,32,923,13.1,1939379
2024-12,Potrero Hill,21462,135391.0,5.4,8.8,55.9,0.62,2.2,6.8,35,4175260,105,4.5,38,990,13.3,1962926
2025-01,Potrero Hill,21509,136210.0,5.8,9.6,55.9,0.48,1.8,6.9,50,5910493,91,4.2,32,975,13.5,1982536
2025-02,Potrero Hill,21534,135077.0,5.7,9.2,55.2,0.45,1.8,9.0,62,7296647,99,4.6,33,975,13.3,1960042
2025-03,Potrero Hill,21625,136263.0,6.1,9.0,55.5,0.45,1.6,8.9,69,8201197,99,5.0,27,823,13.3,1997749
2025-04,Potrero Hill,21569,135333.0,5.2,9.6,55.8,0.53,1.5,8.6,85,10070421,110,4.1,41,880,13.3,1979211
2025-05,Potrero Hill,21572,134006.0,5.7,9.7,55.8,0.45,1.6,9.2,94,10929529,85,4.3,27,795,13.5,1965355
2025-06,Potrero Hill,21503,137167.0,5.3,9.1,56.1,0.4,1.4,8.6,99,11712034,86,3.5,32,827,13.5,2014272
2025-07,Potrero Hill,21567,138073.0,5.4,9.1,54.8,0.58,1.6,7.4,106,12399916,84,4.5,27,803,13.4,2009393
2025-08,Potrero Hill,21567,136991.0,5.4,8.9,55.6,0.52,1.6,6.4,93,11069929,91,4.5,55,894,13.5,2023588
2025-09,Potrero Hill,21495,137214.0,5.8,8.3,55.4,0.42,1.5,7.0,77,9061616,95,4.2,41,800,13.4,2034628
2025-10,Potrero Hill,21509,138112.0,5.9,8.4,55.8,0.54,1.6,7.0,71,8487324,86,4.5,67,710,13.4,2038642
2025-11,Potrero Hill,21554,137606.0,5.4,8.6,56.0,0.62,1.5,5.8,49,5818473,100,3.9,27,731,13.5,2041804
2025-12,Potrero Hill,21511,136701.0,5.1,9.2,55.0,0.47,2.0,7.0,40,4772227,76,4.7,37,995,13.3,2025681
2018-01,Dogpatch,12330,112384.0,5.9,9.7,61.7,0.74,1.6,8.0,44,4566479,101,3.9,32,592,9.7,1347574
2018-02,Dogpatch,12399,110996.0,5.4,9.8,61.2,0.61,1.3,8.8,61,6460055,92,4.2,29,578,9.9,1336353
2018-03,Dogpatch,12288,112613.0,4.8,10.4,60.5,0.67,1.5,10.0,70,7591722,75,4.6,30,472,9.9,1355540
2018-04,Dogpatch,12383,111556.0,5.4,10.6,61.9,0.68,1.1,10.1,80,8438945,94,4.1,34,440,9.9,1364063
2018-05,Dogpatch,12302,111817.0,5.7,9.6,61.0,0.79,1.8,11.0,91,9576610,91,4.2,29,494,9.7,1357856
2018-06,Dogpatch,12278,112204.0,5.5,9.0,61.6,0.47,1.8,8.7,92,9813290,112,4.3,20,542,9.8,1363844
2018-07,Dogpatch,12377,110879.0,5.5,9.9,61.8,0.75,1.4,9.1,92,9545715,91,4.6,23,567,9.6,1342417
2018-08,Dogpatch,12303,114672.0,5.4,9.6,61.4,0.75,1.8,7.5,83,8843851,107,4.6,71,535,9.9,1387577
2018-09,Dogpatch,12383,113600.0,5.9,10.5,61.5,0.51,1.7,6.7,69,7327630,88,4.4,48,505,9.6,1382078
2018-10,Dogpatch,12385,112440.0,5.9,10.6,61.1,0.98,1.9,6.3,57,6061122,83,4.0,69,469,9.8,1370322
2018-11,Dogpatch,12315,113734.0,5.7,8.8,61.2,0.61,2.0,8.5,42,4316198,91,4.2,39,579,9.9,1393023
2018-12,Dogpatch,12388,114312.0,5.6,9.3,61.7,0.69,1.7,7.3,36,3889334,73,4.5,24,496,10.0,1400789
2019-01,Dogpatch,12318,115373.0,6.1,9.3,60.7,0.59,1.9,9.3,39,4341247,83,4.4,23,589,9.8,1422830
2019-02,Dogpatch,12375,113424.0,5.3,10.3,61.9,0.68,1.8,9.7,58,6093931,83,4.1,39,623,9.8,1409015
2019-03,Dogpatch,12290,116543.0,5.7,10.4,60.3,0.76,1.6,9.3,64,6802875,77,4.3,28,512,10.0,1445920
2019-04,Dogpatch,12245,114555.0,5.9,10.0,62.0,0.73,1.3,10.3,83,9012079,108,4.5,32,527,9.8,1411408
2019-05,Dogpatch,12360,115349.0,5.2,10.7,61.7,0.54,2.0,9.8,88,9583301,90,4.8,25,411,9.8,1447225
2019-06,Dogpatch,12312,113847.0,5.6,9.3,61.4,0.65,1.8,8.7,101,10780991,98,4.6,24,540,9.7,1410368
2019-07,Dogpatch,12458,116477.0,6.2,9.9,61.3,0.73,1.7,8.1,88,9546368,80,3.9,31,497,9.9,1456155
2019-08,Dogpatch,12331,115983.0,5.3,9.7,60.9,0.66,2.1,7.0,88,9577014,106,5.2,76,543,9.7,1445889
2019-09,Dogpatch,12379,114055.0,5.7,9.0,61.8,0.65,1.7,6.7,58,6331075,104,4.2,64,479,9.8,1444604
2019-10,Dogpatch,12390,117283.0,5.7,10.0,60.8,0.63,1.9,6.0,60,6490371,82,3.9,65,498,10.0,1468514
2019-11,Dogpatch,12334,116045.0,5.3,10.0,61.4,0.73,2.0,6.4,46,4904333,95,4.4,25,452,9.9,1469288
2019-12,Dogpatch,12353,116984.0,5.8,9.7,60.8,0.55,1.7,6.9,41,4569854,87,4.1,39,672,9.7,1485793
2020-01,Dogpatch,12381,116725.0,6.1,10.0,61.3,0.75,1.9,7.3,47,4937174,85,4.5,31,640,10.0,1472918
2020-02,Dogpatch,12422,116387.0,5.8,10.0,62.3,0.69,1.6,7.7,56,6172653,95,5.0,29,595,9.7,1484801
2020-03,Dogpatch,12378,117183.0,9.6,9.7,60.8,0.64,1.9,8.7,68,7290047,89,4.9,34,526,9.9,1512839
2020-04,Dogpatch,12309,116706.0,9.4,10.3,61.3,0.76,1.6,8.8,82,8954396,102,4.6,31,537,10.0,1500045
2020-05,Dogpatch,12331,117872.0,9.5,8.8,61.4,0.69,1.9,7.6,85,9276411,94,4.3,30,443,9.8,1509842
2020-06,Dogpatch,12422,117865.0,9.5,10.8,61.1,0.74,1.7,8.3,97,10578102,89,4.3,35,542,9.8,1533858
2020-07,Dogpatch,12413,117239.0,9.1,9.7,61.4,0.74,2.0,6.3,90,9657987,77,4.1,31,538,9.7,1504159
2020-08,Dogpatch,12281,118089.0,9.3,10.8,61.4,0.66,1.6,5.4,76,8225183,83,4.0,60,520,9.8,1546182
2020-09,Dogpatch,12284,118131.0,9.5,9.7,60.9,0.68,1.7,5.4,62,6600265,87,4.2,52,489,9.7,1528860
2020-10,Dogpatch,12329,119789.0,9.3,9.7,60.8,0.61,1.7,5.4,53,5796073,83,4.4,85,453,9.8,1556463
2020-11,Dogpatch,12406,119161.0,9.6,9.9,61.0,0.6,1.7,5.0,42,4713071,91,4.5,37,491,9.8,1548475
2020-12,Dogpatch,12333,117704.0,9.8,10.0,62.1,0.78,1.6,6.5,40,4475772,85,4.0,26,559,9.7,1530279
2021-01,Dogpatch,12417,120653.0,6.1,10.5,61.0,0.51,1.4,9.6,35,3892820,93,4.3,26,628,9.8,1576070
2021-02,Dogpatch,12409,118961.0,6.7,9.8,61.3,0.53,1.6,9.7,57,6359334,93,4.4,29,637,9.8,1555138
2021-03,Dogpatch,12431,118707.0,6.8,10.4,61.5,0.35,1.7,10.9,67,7340965,98,4.1,29,488,9.9,1557051
2021-04,Dogpatch,12315,117865.0,6.6,9.5,61.5,0.34,1.6,10.6,85,9324140,94,3.9,26,508,9.6,1549745
2021-05,Dogpatch,12454,119453.0,6.1,9.6,60.9,0.69,2.0,11.3,92,10214889,79,4.6,34,494,9.9,1572127
2021-06,Dogpatch,12315,120812.0,6.5,10.2,62.1,0.4,1.7,11.1,101,11081023,81,4.1,26,508,9.8,1601022
2021-07,Dogpatch,12337,119958.0,5.9,9.9,61.8,0.33,1.8,9.0,98,10793815,94,4.3,36,514,9.7,1591470
2021-08,Dogpatch,12362,120393.0,6.4,9.5,61.3,0.48,1.9,8.2,74,8118165,74,4.4,29,448,9.8,1615370
2021-09,Dogpatch,12328,120446.0,6.7,10.6,61.6,0.59,1.9,7.1,71,7910683,81,4.1,42,535,9.8,1601096
2021-10,Dogpatch,12318,120562.0,6.4,9.9,60.6,0.49,1.6,6.9,49,5286062,88,4.3,59,511,9.7,1620002
2021-11,Dogpatch,12361,121282.0,6.5,10.0,61.1,0.52,1.7,8.1,41,4359297,81,4.6,29,502,9.7,1623397
