id,date,neighborhood,category,resolution,lat,lng,description
180001611,2025-11-21 06:41:00,SOMA,Robbery,Cite or Arrest Adult,37.792626,-122.403135,Incident #180001611
180001612,2025-11-26 08:00:00,SOMA,Shoplifting,Cite or Arrest Adult,37.76638,-122.394782,Incident #180001612
180001613,2025-11-16 08:59:00,SOMA,Trespass,Open,37.782128,-122.413509,Incident #180001613
180001614,2025-11-15 19:53:00,SOMA,Larceny/Theft,Unfounded,37.786737,-122.400241,Incident #180001614
180001615,2025-11-25 04:26:00,SOMA,Motor Vehicle Theft,Arrest Made,37.776713,-122.405519,Incident #180001615
180001616,2025-11-01 17:36:00,SOMA,Shoplifting,Arrest Made,37.773615,-122.393225,Incident #180001616
180001617,2025-11-10 01:21:00,SOMA,Assault,Cite or Arrest Adult,37.790169,-122.38589,Incident #180001617
180001618,2025-11-24 22:23:00,SOMA,Assault,Arrest Made,37.787765,-122.399361,Incident #180001618
180001619,2025-11-30 00:30:00,SOMA,Robbery,Open,37.784194,-122.395366,Incident #180001619
180001620,2025-11-19 01:03:00,SOMA,Robbery,Arrest Made,37.780755,-122.406619,Incident #180001620
180001621,2025-11-29 02:17:00,SOMA,Shoplifting,Open,37.781812,-122.406083,Incident #180001621
180001622,2025-11-11 04:54:00,SOMA,Disorderly Conduct,Open,37.774834,-122.402917,Incident #180001622
180001623,2025-11-15 21:18:00,SOMA,Robbery,Unfounded,37.747651,-122.398336,Incident #180001623
180001624,2025-11-22 20:26:00,SOMA,Drug Offense,Open,37.777565,-122.404425,Incident #180001624
180001625,2025-11-13 03:37:00,SOMA,Drug Offense,Arrest Made,37.790408,-122.392092,Incident #180001625
180001626,2025-11-10 02:41:00,SOMA,Public Intoxication,Open,37.771908,-122.409742,Incident #180001626
180001627,2025-11-15 03:03:00,SOMA,Fraud,Open,37.753754,-122.414937,Incident #180001627
180001628,2025-11-27 05:59:00,SOMA,Public Intoxication,Cite or Arrest Adult,37.775537,-122.413414,Incident #180001628
180001629,2025-11-04 22:13:00,SOMA,Shoplifting,Complainant Refuses to Prosecute,37.775504,-122.396951,Incident #180001629
180001630,2025-11-02 06:40:00,SOMA,Weapons Offense,Not Prosecuted,37.768295,-122.404908,Incident #180001630
180001631,2025-11-25 05:25:00,SOMA,Weapons Offense,Cite or Arrest Adult,37.793457,-122.412537,Incident #180001631
180001632,2025-11-08 23:10:00,SOMA,Weapons Offense,Not Prosecuted,37.799302,-122.409738,Incident #180001632
180001633,2025-11-11 01:06:00,SOMA,Public Intoxication,Complainant Refuses to Prosecute,37.78068,-122.416836,Incident #180001633
180001634,2025-11-04 10:52:00,SOMA,Motor Vehicle Theft,Open,37.766981,-122.413974,Incident #180001634
180001635,2025-11-10 05:06:00,SOMA,Public Intoxication,Not Prosecuted,37.786156,-122.397367,Incident #180001635
180001636,2025-11-21 03:40:00,SOMA,Trespass,Open,37.776427,-122.403393,Incident #180001636
180001637,2025-11-07 17:11:00,SOMA,Fraud,Cite or Arrest Adult,37.773682,-122.419706,Incident #180001637
180001638,2025-11-26 20:10:00,SOMA,Weapons Offense,Open,37.78532,-122.420264,Incident #180001638
180001639,2025-11-23 16:10:00,SOMA,Fraud,Arrest Made,37.795973,-122.395971,Incident #180001639
180001640,2025-11-19 05:07:00,SOMA,Disorderly Conduct,Open,37.779926,-122.374098,Incident #180001640
180001641,2025-11-17 12:36:00,SOMA,Trespass,Unfounded,37.787852,-122.407673,Incident #180001641
180001642,2025-11-30 22:45:00,SOMA,Vandalism,Open,37.780414,-122.384645,Incident #180001642
180001643,2025-11-06 12:15:00,SOMA,Fraud,Arrest Made,37.77397,-122.407021,Incident #180001643
180001644,2025-11-28 16:31:00,SOMA,Burglary,Exceptional Clearance,37.780695,-122.419216,Incident #180001644
180001645,2025-11-12 22:43:00,SOMA,Burglary,Complainant Refuses to Prosecute,37.766582,-122.397663,Incident #180001645
180001646,2025-11-23 03:46:00,SOMA,Shoplifting,Open,37.758834,-122.424959,Incident #180001646
180001647,2025-11-01 02:16:00,SOMA,Fraud,Complainant Refuses to Prosecute,37.781535,-122.38816,Incident #180001647
180001648,2025-11-25 08:53:00,SOMA,Public Intoxication,Open,37.758668,-122.413263,Incident #180001648
180001649,2025-11-23 03:35:00,SOMA,Fraud,Open,37.766889,-122.406017,Incident #180001649
180001650,2025-11-04 19:39:00,SOMA,Weapons Offense,Arrest Made,37.780838,-122.402555,Incident #180001650
180001651,2019-11-18 11:00:00,North Beach,Vandalism,Arrest Made,37.80154,-122.411418,Incident #180001651
180001652,2019-11-11 15:58:00,North Beach,Weapons Offense,Open,37.810294,-122.403134,Incident #180001652
180001653,2019-11-22 22:23:00,North Beach,Disorderly Conduct,Open,37.816775,-122.408921,Incident #180001653
180001654,2019-11-08 19:50:00,North Beach,Robbery,Arrest Made,37.795054,-122.398514,Incident #180001654
180001655,2019-11-02 20:28:00,North Beach,Disorderly Conduct,Complainant Refuses to Prosecute,37.823818,-122.410969,Incident #180001655
180001656,2019-11-23 04:20:00,North Beach,Disorderly Conduct,Unfounded,37.809477,-122.412603,Incident #180001656
180001657,2019-11-24 06:42:00,North Beach,Shoplifting,Arrest Made,37.800922,-122.410254,Incident #180001657
180001658,2019-11-21 06:50:00,North Beach,Motor Vehicle Theft,Cite or Arrest Adult,37.796272,-122.391223,Incident #180001658
180001659,2019-11-27 12:00:00,North Beach,Trespass,Not Prosecuted,37.818312,-122.401273,Incident #180001659
180001660,2019-11-05 23:29:00,North Beach,Disorderly Conduct,Complainant Refuses to Prosecute,37.806116,-122.400113,Incident #180001660
180001661,2019-11-30 06:24:00,North Beach,Weapons Offense,Arrest Made,37.800192,-122.398629,Incident #180001661
180001662,2019-11-16 03:00:00,North Beach,Shoplifting,Arrest Made,37.817932,-122.397283,Incident #180001662
180001663,2019-11-04 10:13:00,North Beach,Disorderly Conduct,Arrest Made,37.787849,-122.395458,Incident #180001663
180001664,2019-11-01 14:59:00,North Beach,Trespass,Unfounded,37.810769,-122.403625,Incident #180001664
180001665,2019-11-21 13:08:00,North Beach,Trespass,Open,37.800855,-122.398616,Incident #180001665
180001666,2019-11-22 04:03:00,North Beach,Vandalism,Open,37.825846,-122.404147,Incident #180001666
180001667,2019-11-13 15:00:00,North Beach,Assault,Open,37.810287,-122.425422,Incident #180001667
180001668,2019-11-21 15:32:00,North Beach,Larceny/Theft,Cite or Arrest Adult,37.786632,-122.409234,Incident #180001668
180001669,2019-11-25 20:34:00,North Beach,Fraud,Cite or Arrest Adult,37.804822,-122.402218,Incident #180001669
180001670,2019-11-14 13:28:00,North Beach,Motor Vehicle Theft,Open,37.803185,-122.4038,Incident #180001670
180001671,2019-11-06 05:29:00,North Beach,Motor Vehicle Theft,Arrest Made,37.815972,-122.419389,Incident #180001671
180001672,2019-11-02 13:18:00,North Beach,Motor Vehicle Theft,Cite or Arrest Adult,37.804399,-122.425508,Incident #180001672
180001673,2019-11-07 10:04:00,North Beach,Weapons Offense,Open,37.809859,-122.409745,Incident #180001673
180001674,2019-11-06 13:02:00,North Beach,Shoplifting,Unfounded,37.806731,-122.398788,Incident #180001674
180001675,2019-11-24 14:59:00,North Beach,Trespass,Open,37.803793,-122.412214,Incident #180001675
180001676,2019-11-12 07:28:00,North Beach,Weapons Offense,Cite or Arrest Adult,37.793823,-122.415615,Incident #180001676
180001677,2019-11-05 21:20:00,North Beach,Public Intoxication,Not Prosecuted,37.81101,-122.398686,Incident #180001677
180001678,2019-11-03 09:38:00,North Beach,Robbery,Unfounded,37.80812,-122.402055,Incident #180001678
180001679,2019-11-25 02:06:00,North Beach,Vandalism,Open,37.783763,-122.439043,Incident #180001679
180001680,2020-05-06 17:31:00,Castro,Vandalism,Not Prosecuted,37.78376,-122.448521,Incident #180001680
180001681,2020-05-10 12:16:00,Castro,Public Intoxication,Open,37.754067,-122.450595,Incident #180001681
180001682,2020-05-24 14:59:00,Castro,Larceny/Theft,Open,37.766338,-122.421452,Incident #180001682
180001683,2020-05-13 00:55:00,Castro,Burglary,Open,37.768837,-122.451058,Incident #180001683
180001684,2020-05-16 04:19:00,Castro,Disorderly Conduct,Cite or Arrest Adult,37.766817,-122.440317,Incident #180001684
180001685,2020-05-20 08:44:00,Castro,Assault,Cite or Arrest Adult,37.768693,-122.434795,Incident #180001685
180001686,2020-05-31 00:28:00,Castro,Disorderly Conduct,Open,37.763494,-122.444161,Incident #180001686
180001687,2020-05-03 22:20:00,Castro,Larceny/Theft,Open,37.774065,-122.444546,Incident #180001687
180001688,2020-05-07 23:09:00,Castro,Disorderly Conduct,Open,37.740751,-122.417857,Incident #180001688
180001689,2020-05-24 00:31:00,Castro,Drug Offense,Cite or Arrest Adult,37.778534,-122.431077,Incident #180001689
180001690,2020-05-19 07:42:00,Castro,Fraud,Arrest Made,37.763023,-122.441941,Incident #180001690
180001691,2020-05-28 17:30:00,Castro,Public Intoxication,Open,37.761382,-122.415696,Incident #180001691
180001692,2020-05-04 09:54:00,Castro,Trespass,Open,37.765693,-122.427892,Incident #180001692
180001693,2020-05-28 19:54:00,Castro,Public Intoxication,Exceptional Clearance,37.762068,-122.43743,Incident #180001693
180001694,2020-05-27 15:01:00,Castro,Public Intoxication,Unfounded,37.752961,-122.423194,Incident #180001694
180001695,2020-05-20 11:38:00,Castro,Fraud,Open,37.789154,-122.426702,Incident #180001695
180001696,2020-05-23 14:23:00,Castro,Weapons Offense,Exceptional Clearance,37.772051,-122.438276,Incident #180001696
180001697,2020-05-03 02:00:00,Castro,Trespass,Arrest Made,37.746628,-122.433575,Incident #180001697
180001698,2020-05-29 19:41:00,Castro,Motor Vehicle Theft,Cite or Arrest Adult,37.758783,-122.437537,Incident #180001698
180001699,2020-05-12 05:26:00,Castro,Weapons Offense,Open,37.779981,-122.436606,Incident #180001699
180001700,2020-05-14 18:34:00,Castro,Public Intoxication,Arrest Made,37.752796,-122.436366,Incident #180001700
180001701,2020-05-14 21:48:00,Castro,Fraud,Open,37.753189,-122.449802,Incident #180001701
180001702,2020-05-22 03:29:00,Castro,Disorderly Conduct,Cite or Arrest Adult,37.740144,-122.433756,Incident #180001702
180001703,2020-05-09 22:40:00,Castro,Trespass,Exceptional Clearance,37.754437,-122.42993,Incident #180001703
180001704,2020-05-22 18:01:00,Castro,Weapons Offense,Unfounded,37.762776,-122.426711,Incident #180001704
180001705,2020-05-02 16:15:00,Castro,Burglary,Complainant Refuses to Prosecute,37.764301,-122.448982,Incident #180001705
180001706,2021-01-14 18:41:00,Chinatown,Motor Vehicle Theft,Cite or Arrest Adult,37.794961,-122.402706,Incident #180001706
180001707,2021-01-12 01:37:00,Chinatown,Drug Offense,Open,37.792273,-122.387868,Incident #180001707
180001708,2021-01-07 09:49:00,Chinatown,Drug Offense,Not Prosecuted,37.803207,-122.408672,Incident #180001708
180001709,2021-01-24 19:56:00,Chinatown,Larceny/Theft,Not Prosecuted,37.800614,-122.38405,Incident #180001709
180001710,2021-01-15 03:20:00,Chinatown,Fraud,Unfounded,37.785335,-122.415447,Incident #180001710
180001711,2021-01-15 07:22:00,Chinatown,Public Intoxication,Not Prosecuted,37.797455,-122.411484,Incident #180001711
180001712,2021-01-20 22:03:00,Chinatown,Fraud,Unfounded,37.779446,-122.401308,Incident #180001712
180001713,2021-01-08 01:06:00,Chinatown,Fraud,Cite or Arrest Adult,37.795059,-122.408591,Incident #180001713
180001714,2021-01-08 19:35:00,Chinatown,Fraud,Arrest Made,37.799087,-122.406291,Incident #180001714
180001715,2021-01-30 03:03:00,Chinatown,Burglary,Exceptional Clearance,37.780177,-122.403977,Incident #180001715
180001716,2021-01-02 03:36:00,Chinatown,Public Intoxication,Arrest Made,37.804706,-122.398567,Incident #180001716
180001717,2021-01-28 10:58:00,Chinatown,Vandalism,Not Prosecuted,37.788651,-122.40697,Incident #180001717
180001718,2021-01-02 03:50:00,Chinatown,Disorderly Conduct,Exceptional Clearance,37.789716,-122.39815,Incident #180001718
180001719,2021-01-10 21:27:00,Chinatown,Drug Offense,Arrest Made,37.780903,-122.404292,Incident #180001719
180001720,2021-01-24 11:46:00,Chinatown,Public Intoxication,Cite or Arrest Adult,37.780759,-122.393371,Incident #180001720
180001721,2021-01-12 16:05:00,Chinatown,Trespass,Unfounded,37.795946,-122.399129,Incident #180001721
180001722,2021-01-29 09:41:00,Chinatown,Vandalism,Cite or Arrest Adult,37.801085,-122.399112,Incident #180001722
180001723,2021-01-28 15:10:00,Chinatown,Weapons Offense,Open,37.793438,-122.413459,Incident #180001723
180001724,2021-01-02 17:25:00,Chinatown,Public Intoxication,Open,37.805526,-122.414778,Incident #180001724
180001725,2021-01-08 17:29:00,Chinatown,Fraud,Arrest Made,37.806454,-122.392222,Incident #180001725
180001726,2021-01-17 19:47:00,Chinatown,Fraud,Exceptional Clearance,37.799376,-122.420447,Incident #180001726
180001727,2021-01-29 01:39:00,Chinatown,Weapons Offense,Cite or Arrest Adult,37.790157,-122.406098,Incident #180001727
180001728,2021-01-02 07:19:00,Chinatown,Vandalism,Cite or Arrest Adult,37.803089,-122.413833,Incident #180001728
180001729,2021-01-18 16:22:00,Chinatown,Assault,Not Prosecuted,37.804986,-122.391384,Incident #180001729
180001730,2021-01-27 23:48:00,Chinatown,Shoplifting,Cite or Arrest Adult,37.779961,-122.411666,Incident #180001730
180001731,2021-01-18 03:13:00,Chinatown,Burglary,Open,37.79414,-122.388716,Incident #180001731
180001732,2021-01-28 00:45:00,Chinatown,Public Intoxication,Not Prosecuted,37.796329,-122.414652,Incident #180001732
180001733,2021-01-03 01:15:00,Chinatown,Larceny/Theft,Not Prosecuted,37.800041,-122.409118,Incident #180001733
180001734,2021-01-14 02:49:00,Chinatown,Burglary,Arrest Made,37.783912,-122.408399,Incident #180001734
180001735,2021-01-12 06:47:00,Chinatown,Weapons Offense,Cite or Arrest Adult,37.797814,-122.393365,Incident #180001735
180001736,2021-01-30 18:11:00,Chinatown,Public Intoxication,Open,37.791193,-122.387507,Incident #180001736
180001737,2021-01-13 04:59:00,Chinatown,Motor Vehicle Theft,Open,37.797519,-122.411549,Incident #180001737
180001738,2021-01-27 10:51:00,Chinatown,Robbery,Arrest Made,37.788946,-122.428996,Incident #180001738
180001739,2021-01-08 00:30:00,Chinatown,Drug Offense,Not Prosecuted,37.790414,-122.395357,Incident #180001739
180001740,2021-01-15 18:27:00,Chinatown,Fraud,Arrest Made,37.813569,-122.401736,Incident #180001740
180001741,2021-01-17 12:42:00,Chinatown,Shoplifting,Cite or Arrest Adult,37.793862,-122.400546,Incident #180001741
180001742,2021-01-13 16:51:00,Chinatown,Burglary,Not Prosecuted,37.802903,-122.402084,Incident #180001742
180001743,2021-01-15 13:41:00,Chinatown,Assault,Not Prosecuted,37.797448,-122.410754,Incident #180001743
180001744,2021-01-04 17:33:00,Chinatown,Trespass,Not Prosecuted,37.792455,-122.397408,Incident #180001744
180001745,2021-01-28 07:18:00,Chinatown,Larceny/Theft,Exceptional Clearance,37.788809,-122.409173,Incident #180001745
180001746,2021-01-23 00:37:00,Chinatown,Trespass,Arrest Made,37.79476,-122.41286,Incident #180001746
180001747,2021-01-19 06:50:00,Chinatown,Motor Vehicle Theft,Open,37.803922,-122.412923,Incident #180001747
180001748,2021-01-01 21:16:00,Chinatown,Drug Offense,Exceptional Clearance,37.77831,-122.407565,Incident #180001748
180001749,2020-08-09 13:31:00,North Beach,Fraud,Complainant Refuses to Prosecute,37.795451,-122.405067,Incident #180001749
180001750,2020-08-28 06:01:00,North Beach,Fraud,Exceptional Clearance,37.809437,-122.403076,Incident #180001750
180001751,2020-08-16 12:51:00,North Beach,Motor Vehicle Theft,Open,37.809921,-122.417554,Incident #180001751
180001752,2020-08-08 14:07:00,North Beach,Burglary,Complainant Refuses to Prosecute,37.78321,-122.388099,Incident #180001752
180001753,2020-08-03 12:48:00,North Beach,Weapons Offense,Unfounded,37.801683,-122.411927,Incident #180001753
180001754,2020-08-03 21:48:00,North Beach,Larceny/Theft,Not Prosecuted,37.80598,-122.416598,Incident #180001754
180001755,2020-08-17 11:11:00,North Beach,Disorderly Conduct,Arrest Made,37.816321,-122.414539,Incident #180001755
180001756,2020-08-13 00:53:00,North Beach,Vandalism,Exceptional Clearance,37.808472,-122.416817,Incident #180001756
180001757,2020-08-02 23:56:00,North Beach,Drug Offense,Unfounded,37.815084,-122.406067,Incident #180001757
180001758,2020-08-31 04:13:00,North Beach,Trespass,Arrest Made,37.805963,-122.401987,Incident #180001758
180001759,2020-08-03 16:00:00,North Beach,Vandalism,Arrest Made,37.793877,-122.418425,Incident #180001759
180001760,2020-08-15 21:44:00,North Beach,Robbery,Cite or Arrest Adult,37.806088,-122.417179,Incident #180001760
180001761,2020-08-02 16:26:00,North Beach,Shoplifting,Cite or Arrest Adult,37.795248,-122.423185,Incident #180001761
180001762,2020-08-11 11:52:00,North Beach,Shoplifting,Not Prosecuted,37.810082,-122.414791,Incident #180001762
180001763,2020-08-27 09:31:00,North Beach,Drug Offense,Complainant Refuses to Prosecute,37.79489,-122.416745,Incident #180001763
180001764,2020-08-06 08:07:00,North Beach,Motor Vehicle Theft,Exceptional Clearance,37.812893,-122.408598,Incident #180001764
180001765,2020-08-31 14:37:00,North Beach,Robbery,Cite or Arrest Adult,37.828031,-122.404893,Incident #180001765
180001766,2020-08-26 04:57:00,North Beach,Public Intoxication,Cite or Arrest Adult,37.804492,-122.417496,Incident #180001766
180001767,2020-08-26 09:48:00,North Beach,Weapons Offense,Cite or Arrest Adult,37.81289,-122.416161,Incident #180001767
180001768,2020-08-23 14:31:00,North Beach,Assault,Open,37.812855,-122.406696,Incident #180001768
180001769,2020-08-07 08:46:00,North Beach,Larceny/Theft,Cite or Arrest Adult,37.803126,-122.405837,Incident #180001769
180001770,2020-08-20 15:29:00,North Beach,Burglary,Cite or Arrest Adult,37.807673,-122.407936,Incident #180001770
180001771,2020-08-03 11:29:00,North Beach,Drug Offense,Arrest Made,37.803106,-122.400576,Incident #180001771
180001772,2020-08-11 14:21:00,North Beach,Vandalism,Unfounded,37.801774,-122.406667,Incident #180001772
180001773,2020-08-07 18:24:00,North Beach,Public Intoxication,Open,37.785227,-122.403721,Incident #180001773
180001774,2020-08-15 20:53:00,North Beach,Larceny/Theft,Not Prosecuted,37.819005,-122.399082,Incident #180001774
180001775,2020-08-12 13:00:00,North Beach,Vandalism,Cite or Arrest Adult,37.806554,-122.413907,Incident #180001775
180001776,2020-08-17 15:20:00,North Beach,Burglary,Open,37.799999,-122.414024,Incident #180001776
180001777,2023-03-21 22:49:00,Hayes Valley,Weapons Offense,Exceptional Clearance,37.775758,-122.419091,Incident #180001777
180001778,2023-03-14 18:37:00,Hayes Valley,Disorderly Conduct,Arrest Made,37.777874,-122.413744,Incident #180001778
180001779,2023-03-16 12:14:00,Hayes Valley,Robbery,Arrest Made,37.767731,-122.431655,Incident #180001779
180001780,2023-03-16 07:06:00,Hayes Valley,Public Intoxication,Arrest Made,37.765202,-122.431701,Incident #180001780
180001781,2023-03-17 15:24:00,Hayes Valley,Assault,Open,37.769556,-122.441706,Incident #180001781
180001782,2023-03-31 19:47:00,Hayes Valley,Larceny/Theft,Arrest Made,37.779959,-122.416385,Incident #180001782
180001783,2023-03-06 16:38:00,Hayes Valley,Shoplifting,Arrest Made,37.773041,-122.430725,Incident #180001783
180001784,2023-03-24 14:06:00,Hayes Valley,Vandalism,Arrest Made,37.789032,-122.41985,Incident #180001784
180001785,2023-03-21 06:21:00,Hayes Valley,Robbery,Open,37.783303,-122.420019,Incident #180001785
180001786,2023-03-04 23:59:00,Hayes Valley,Disorderly Conduct,Open,37.790118,-122.412565,Incident #180001786
180001787,2023-03-28 10:29:00,Hayes Valley,Public Intoxication,Unfounded,37.770069,-122.429467,Incident #180001787
180001788,2023-03-17 11:00:00,Hayes Valley,Assault,Complainant Refuses to Prosecute,37.764836,-122.417558,Incident #180001788
180001789,2023-03-16 14:08:00,Hayes Valley,Trespass,Open,37.784908,-122.445288,Incident #180001789
180001790,2023-03-27 05:49:00,Hayes Valley,Assault,Unfounded,37.760306,-122.406279,Incident #180001790
180001791,2023-03-15 15:33:00,Hayes Valley,Vandalism,Open,37.772363,-122.410769,Incident #180001791
180001792,2023-03-18 09:49:00,Hayes Valley,Disorderly Conduct,Cite or Arrest Adult,37.766822,-122.430119,Incident #180001792
180001793,2023-03-29 18:38:00,Hayes Valley,Weapons Offense,Complainant Refuses to Prosecute,37.791881,-122.432462,Incident #180001793
180001794,2023-03-12 13:44:00,Hayes Valley,Disorderly Conduct,Unfounded,37.787043,-122.41509,Incident #180001794
180001795,2023-03-31 06:49:00,Hayes Valley,Assault,Open,37.765159,-122.419956,Incident #180001795
180001796,2023-03-28 10:54:00,Hayes Valley,Public Intoxication,Cite or Arrest Adult,37.786515,-122.425508,Incident #180001796
180001797,2023-03-29 17:27:00,Hayes Valley,Assault,Exceptional Clearance,37.764368,-122.409204,Incident #180001797
180001798,2023-03-02 12:34:00,Hayes Valley,Disorderly Conduct,Cite or Arrest Adult,37.763907,-122.432332,Incident #180001798
180001799,2023-03-18 00:25:00,Hayes Valley,Robbery,Cite or Arrest Adult,37.77884,-122.411005,Incident #180001799
180001800,2023-03-12 21:08:00,Hayes Valley,Assault,Cite or Arrest Adult,37.777237,-122.436492,Incident #180001800
180001801,2023-03-03 20:42:00,Hayes Valley,Weapons Offense,Arrest Made,37.755406,-122.408529,Incident #180001801
180001802,2023-03-24 12:13:00,Hayes Valley,Larceny/Theft,Open,37.785069,-122.41569,Incident #180001802
180001803,2023-03-13 14:17:00,Hayes Valley,Public Intoxication,Exceptional Clearance,37.753796,-122.429333,Incident #180001803
180001804,2023-03-10 01:24:00,Hayes Valley,Shoplifting,Cite or Arrest Adult,37.760434,-122.423953,Incident #180001804
180001805,2023-03-27 03:27:00,Hayes Valley,Assault,Not Prosecuted,37.77183,-122.442029,Incident #180001805
180001806,2023-03-23 14:11:00,Hayes Valley,Robbery,Not Prosecuted,37.763939,-122.423524,Incident #180001806
180001807,2023-03-18 18:28:00,Hayes Valley,Shoplifting,Exceptional Clearance,37.765405,-122.417803,Incident #180001807
180001808,2023-03-23 09:11:00,Hayes Valley,Larceny/Theft,Cite or Arrest Adult,37.775703,-122.412116,Incident #180001808
180001809,2023-03-04 18:20:00,Hayes Valley,Robbery,Unfounded,37.768601,-122.445274,Incident #180001809
180001810,2023-03-15 08:46:00,Hayes Valley,Assault,Unfounded,37.788902,-122.41351,Incident #180001810
180001811,2023-03-08 21:25:00,Hayes Valley,Shoplifting,Exceptional Clearance,37.795333,-122.428295,Incident #180001811
180001812,2023-03-21 17:00:00,Hayes Valley,Public Intoxication,Cite or Arrest Adult,37.782008,-122.419916,Incident #180001812
180001813,2023-03-30 14:09:00,Hayes Valley,Trespass,Arrest Made,37.767882,-122.426123,Incident #180001813
180001814,2023-03-08 18:42:00,Hayes Valley,Drug Offense,Not Prosecuted,37.772482,-122.422215,Incident #180001814
180001815,2023-03-26 06:26:00,Hayes Valley,Fraud,Open,37.781533,-122.425139,Incident #180001815
180001816,2023-03-01 15:21:00,Hayes Valley,Assault,Cite or Arrest Adult,37.772985,-122.438032,Incident #180001816
180001817,2023-03-13 01:56:00,Hayes Valley,Shoplifting,Not Prosecuted,37.765377,-122.433651,Incident #180001817
180001818,2023-03-29 09:26:00,Hayes Valley,Robbery,Open,37.759425,-122.424955,Incident #180001818
180001819,2023-03-29 07:55:00,Hayes Valley,Drug Offense,Arrest Made,37.775305,-122.422472,Incident #180001819
180001820,2023-03-22 08:07:00,Hayes Valley,Robbery,Arrest Made,37.76381,-122.432534,Incident #180001820
180001821,2023-03-25 13:25:00,Hayes Valley,Motor Vehicle Theft,Arrest Made,37.759514,-122.454436,Incident #180001821
180001822,2023-03-06 08:45:00,Hayes Valley,Drug Offense,Unfounded,37.773688,-122.408615,Incident #180001822
180001823,2023-03-26 03:12:00,Hayes Valley,Motor Vehicle Theft,Exceptional Clearance,37.79644,-122.434878,Incident #180001823
180001824,2022-07-17 02:53:00,Visitacion Valley,Motor Vehicle Theft,Arrest Made,37.726465,-122.403541,Incident #180001824
180001825,2022-07-30 19:02:00,Visitacion Valley,Fraud,Cite or Arrest Adult,37.711776,-122.413369,Incident #180001825
180001826,2022-07-29 17:31:00,Visitacion Valley,Disorderly Conduct,Open,37.709923,-122.399878,Incident #180001826
180001827,2022-07-25 12:55:00,Visitacion Valley,Disorderly Conduct,Cite or Arrest Adult,37.7378,-122.408605,Incident #180001827
180001828,2022-07-15 17:56:00,Visitacion Valley,Motor Vehicle Theft,Arrest Made,37.705568,-122.39291,Incident #180001828
180001829,2022-07-15 21:52:00,Visitacion Valley,Burglary,Complainant Refuses to Prosecute,37.719336,-122.398998,Incident #180001829
180001830,2022-07-11 01:30:00,Visitacion Valley,Robbery,Arrest Made,37.723059,-122.395315,Incident #180001830
180001831,2022-07-26 11:47:00,Visitacion Valley,Motor Vehicle Theft,Unfounded,37.702093,-122.408884,Incident #180001831
180001832,2022-07-11 04:57:00,Visitacion Valley,Larceny/Theft,Not Prosecuted,37.714078,-122.401674,Incident #180001832
180001833,2022-07-28 13:20:00,Visitacion Valley,Weapons Offense,Exceptional Clearance,37.709647,-122.405257,Incident #180001833
180001834,2022-07-30 08:11:00,Visitacion Valley,Public Intoxication,Cite or Arrest Adult,37.713159,-122.397561,Incident #180001834
180001835,2022-07-07 11:03:00,Visitacion Valley,Motor Vehicle Theft,Open,37.724248,-122.407133,Incident #180001835
180001836,2022-07-19 09:11:00,Visitacion Valley,Drug Offense,Cite or Arrest Adult,37.723098,-122.412063,Incident #180001836
180001837,2022-07-18 18:58:00,Visitacion Valley,Larceny/Theft,Exceptional Clearance,37.718544,-122.412069,Incident #180001837
180001838,2022-07-28 08:24:00,Visitacion Valley,Vandalism,Open,37.726023,-122.404385,Incident #180001838
180001839,2022-07-16 03:17:00,Visitacion Valley,Drug Offense,Open,37.713792,-122.400076,Incident #180001839
180001840,2022-07-13 20:14:00,Visitacion Valley,Burglary,Open,37.729484,-122.415323,Incident #180001840
180001841,2022-07-09 08:08:00,Visitacion Valley,Shoplifting,Cite or Arrest Adult,37.730492,-122.415289,Incident #180001841
180001842,2022-07-15 07:09:00,Visitacion Valley,Motor Vehicle Theft,Open,37.723324,-122.407631,Incident #180001842
180001843,2022-07-25 20:51:00,Visitacion Valley,Assault,Exceptional Clearance,37.724575,-122.411508,Incident #180001843
180001844,2022-07-19 13:11:00,Visitacion Valley,Assault,Arrest Made,37.71646,-122.398016,Incident #180001844
180001845,2022-07-30 20:22:00,Visitacion Valley,Fraud,Not Prosecuted,37.707866,-122.412474,Incident #180001845
180001846,2022-07-18 05:27:00,Visitacion Valley,Weapons Offense,Open,37.698229,-122.39601,Incident #180001846
180001847,2022-07-09 05:37:00,Visitacion Valley,Drug Offense,Open,37.725425,-122.41067,Incident #180001847
180001848,2022-07-17 16:00:00,Visitacion Valley,Motor Vehicle Theft,Cite or Arrest Adult,37.704165,-122.412414,Incident #180001848
180001849,2022-07-15 22:01:00,Visitacion Valley,Robbery,Open,37.712173,-122.394934,Incident #180001849
180001850,2022-07-23 17:15:00,Visitacion Valley,Motor Vehicle Theft,Arrest Made,37.73518,-122.400368,Incident #180001850
180001851,2022-07-10 18:19:00,Visitacion Valley,Burglary,Not Prosecuted,37.707725,-122.403648,Incident #180001851
180001852,2022-07-21 09:19:00,Visitacion Valley,Assault,Exceptional Clearance,37.729652,-122.401354,Incident #180001852
180001853,2022-07-25 02:27:00,Visitacion Valley,Burglary,Open,37.720988,-122.400188,Incident #180001853
180001854,2022-07-07 04:16:00,Visitacion Valley,Shoplifting,Arrest Made,37.713458,-122.394436,Incident #180001854
180001855,2022-07-18 04:12:00,Visitacion Valley,Motor Vehicle Theft,Open,37.738458,-122.392769,Incident #180001855
